ID,SourceCurrency,DestinationCurrency,SourceAmount
969,USD,EUR,307057.65
970,EUR,AUD,307373.5
971,EUR,AUD,307689.35
972,EUR,INR,308005.2
973,USD,EUR,308321.05
974,EUR,AUD,308636.9
975,EUR,AUD,308952.75
976,EUR,INR,309268.6
977,USD,EUR,309584.45
978,EUR,AUD,309900.3
979,EUR,AUD,310216.15
980,EUR,INR,310532
981,USD,EUR,310847.85
982,EUR,AUD,311163.7
983,EUR,AUD,311479.55
984,EUR,INR,311795.4
985,USD,EUR,312111.25
986,EUR,AUD,312427.1
987,EUR,AUD,312742.95
988,EUR,INR,313058.8
989,USD,EUR,313374.65
990,EUR,AUD,313690.5
991,EUR,AUD,314006.35
992,EUR,INR,314322.2
993,USD,EUR,314638.05
994,EUR,AUD,314953.9
995,EUR,AUD,315269.75
996,EUR,INR,315585.6
997,USD,EUR,315901.45
998,EUR,AUD,316217.3
999,EUR,AUD,316533.15
1000,EUR,INR,316849
1001,USD,EUR,317164.85
1002,EUR,AUD,317480.7
1003,EUR,AUD,317796.55
1004,EUR,INR,318112.4
1005,USD,EUR,318428.25
1006,EUR,AUD,318744.1
1007,EUR,AUD,319059.95
1008,EUR,INR,319375.8
1009,USD,EUR,319691.65
1010,EUR,AUD,320007.5
1011,EUR,AUD,320323.35
1012,EUR,INR,320639.2
1013,USD,EUR,320955.05
1014,EUR,AUD,321270.9
1015,EUR,AUD,321586.75
1016,EUR,INR,321902.6
1017,USD,EUR,322218.45
1018,EUR,AUD,322534.3
1019,EUR,AUD,322850.15
1020,EUR,INR,323166
1021,USD,EUR,323481.85
1022,EUR,AUD,323797.7
1023,EUR,AUD,324113.55
1024,EUR,INR,324429.4
1025,USD,EUR,324745.25
1026,EUR,AUD,325061.1
1027,EUR,AUD,325376.95
1028,EUR,INR,325692.8
1029,USD,EUR,326008.65
1030,EUR,AUD,326324.5
1031,EUR,AUD,326640.35
1032,EUR,INR,326956.2
1033,USD,EUR,327272.05
1034,EUR,AUD,327587.9
1035,EUR,AUD,327903.75
1036,EUR,INR,328219.6
1037,USD,EUR,328535.45
1038,EUR,AUD,328851.3
1039,EUR,AUD,329167.15
1040,EUR,INR,329483
1041,USD,EUR,329798.85
1042,EUR,AUD,330114.7
1043,EUR,AUD,330430.55
1044,EUR,INR,330746.4
1045,USD,EUR,331062.25
1046,EUR,AUD,331378.1
1047,EUR,AUD,331693.95
1048,EUR,INR,332009.8
1049,USD,EUR,332325.65
1050,EUR,AUD,332641.5
1051,EUR,AUD,332957.35
1052,EUR,INR,333273.2
1053,USD,EUR,333589.05
1054,EUR,AUD,333904.9
1055,EUR,AUD,334220.75
1056,EUR,INR,334536.6
1057,USD,EUR,334852.45
1058,EUR,AUD,335168.3
1059,EUR,AUD,335484.15
1060,EUR,INR,335800
1061,USD,EUR,336115.85
1062,EUR,AUD,336431.7
1063,EUR,AUD,336747.55
1064,EUR,INR,337063.4
1065,USD,EUR,337379.25
1066,EUR,AUD,337695.1
1067,EUR,AUD,338010.95
1068,EUR,INR,338326.8
1069,USD,EUR,338642.65
1070,EUR,AUD,338958.5
1071,EUR,AUD,339274.35
1072,EUR,INR,339590.2
1073,USD,EUR,339906.05
1074,EUR,AUD,340221.9
1075,EUR,AUD,340537.75
1076,EUR,INR,340853.6
1077,USD,EUR,341169.45
1078,EUR,AUD,341485.3
1079,EUR,AUD,341801.15
1080,EUR,INR,342117
1081,USD,EUR,342432.85
1082,EUR,AUD,342748.7
1083,EUR,AUD,343064.55
1084,EUR,INR,343380.4
1085,USD,EUR,343696.25
1086,EUR,AUD,344012.1
1087,EUR,AUD,344327.95
1088,EUR,INR,344643.8
1089,USD,EUR,344959.65
1090,EUR,AUD,345275.5
1091,EUR,AUD,345591.35
1092,EUR,INR,345907.2
1093,USD,EUR,346223.05
1094,EUR,AUD,346538.9
1095,EUR,AUD,346854.75
1096,EUR,INR,347170.6
1097,USD,EUR,347486.45
1098,EUR,AUD,347802.3
1099,EUR,AUD,348118.15
1100,EUR,INR,348434
1101,USD,EUR,348749.85
1102,EUR,AUD,349065.7
1103,EUR,AUD,349381.55
1104,EUR,INR,349697.4
1105,USD,EUR,350013.25
1106,EUR,AUD,350329.1
1107,EUR,AUD,350644.95
1108,EUR,INR,350960.8
1109,USD,EUR,351276.65
1110,EUR,AUD,351592.5
1111,EUR,AUD,351908.35
1112,EUR,INR,352224.2
1113,USD,EUR,352540.05
1114,EUR,AUD,352855.9
1115,EUR,AUD,353171.75
1116,EUR,INR,353487.6
1117,USD,EUR,353803.45
1118,EUR,AUD,354119.3
1119,EUR,AUD,354435.15
1120,EUR,INR,354751
1121,USD,EUR,355066.85
1122,EUR,AUD,355382.7
1123,EUR,AUD,355698.55
1124,EUR,INR,356014.4
1125,USD,EUR,356330.25
1126,EUR,AUD,356646.1
1127,EUR,AUD,356961.95
1128,EUR,INR,357277.8
1129,USD,EUR,357593.65
1130,EUR,AUD,357909.5
1131,EUR,AUD,358225.35
1132,EUR,INR,358541.2
1133,USD,EUR,358857.05
1134,EUR,AUD,359172.9
1135,EUR,AUD,359488.75
1136,EUR,INR,359804.6
1137,USD,EUR,360120.45
1138,EUR,AUD,360436.3
1139,EUR,AUD,360752.15
1140,EUR,INR,361068
1141,USD,EUR,361383.85
1142,EUR,AUD,361699.7
1143,EUR,AUD,362015.55
1144,EUR,INR,362331.4
1145,USD,EUR,362647.25
1146,EUR,AUD,362963.1
1147,EUR,AUD,363278.95
1148,EUR,INR,363594.8
1149,USD,EUR,363910.65
1150,EUR,AUD,364226.5
1151,EUR,AUD,364542.35
1152,EUR,INR,364858.2
1153,USD,EUR,365174.05
1154,EUR,AUD,365489.9
1155,EUR,AUD,365805.75
1156,EUR,INR,366121.6
1157,USD,EUR,366437.45
1158,EUR,AUD,366753.3
1159,EUR,AUD,367069.15
1160,EUR,INR,367385
1161,USD,EUR,367700.85
1162,EUR,AUD,368016.7
1163,EUR,AUD,368332.55
1164,EUR,INR,368648.4
1165,USD,EUR,368964.25
1166,EUR,AUD,369280.1
1167,EUR,AUD,369595.95
1168,EUR,INR,369911.8
1169,USD,EUR,370227.65
1170,EUR,AUD,370543.5
1171,EUR,AUD,370859.35
1172,EUR,INR,371175.2
1173,USD,EUR,371491.05
1174,EUR,AUD,371806.9
1175,EUR,AUD,372122.75
1176,EUR,INR,372438.6
1177,USD,EUR,372754.45
1178,EUR,AUD,373070.3
1179,EUR,AUD,373386.15
1180,EUR,INR,373702
1181,USD,EUR,374017.85
1182,EUR,AUD,374333.7
1183,EUR,AUD,374649.55
1184,EUR,INR,374965.4
1185,USD,EUR,375281.25
1186,EUR,AUD,375597.1
1187,EUR,AUD,375912.95
1188,EUR,INR,376228.8
1189,USD,EUR,376544.65
1190,EUR,AUD,376860.5
1191,EUR,AUD,377176.35
1192,EUR,INR,377492.2
1193,USD,EUR,377808.05
1194,EUR,AUD,378123.9
1195,EUR,AUD,378439.75
1196,EUR,INR,378755.6
1197,USD,EUR,379071.45
1198,EUR,AUD,379387.3
1199,EUR,AUD,379703.15
1200,EUR,INR,380019
1201,USD,EUR,380334.85
1202,EUR,AUD,380650.7
1203,EUR,AUD,380966.55
1204,EUR,INR,381282.4
1205,USD,EUR,381598.25
1206,EUR,AUD,381914.1
1207,EUR,AUD,382229.95
1208,EUR,INR,382545.8
1209,USD,EUR,382861.65
1210,EUR,AUD,383177.5
1211,EUR,AUD,383493.35
1212,EUR,INR,383809.2
1213,USD,EUR,384125.05
1214,EUR,AUD,384440.9
1215,EUR,AUD,384756.75
1216,EUR,INR,385072.6
1217,USD,EUR,385388.45
1218,EUR,AUD,385704.3
1219,EUR,AUD,386020.15
1220,EUR,INR,386336
1221,USD,EUR,386651.85
1222,EUR,AUD,386967.7
1223,EUR,AUD,387283.55
1224,EUR,INR,387599.4
1225,USD,EUR,387915.25
1226,EUR,AUD,388231.1
1227,EUR,AUD,388546.95
1228,EUR,INR,388862.8
1229,USD,EUR,389178.65
1230,EUR,AUD,389494.5
1231,EUR,AUD,389810.35
1232,EUR,INR,390126.2
1233,USD,EUR,390442.05
1234,EUR,AUD,390757.9
1235,EUR,AUD,391073.75
1236,EUR,INR,391389.6
1237,USD,EUR,391705.45
1238,EUR,AUD,392021.3
1239,EUR,AUD,392337.15
1240,EUR,INR,392653
1241,USD,EUR,392968.85
1242,EUR,AUD,393284.7
1243,EUR,AUD,393600.55
1244,EUR,INR,393916.4
1245,USD,EUR,394232.25
1246,EUR,AUD,394548.1
1247,EUR,AUD,394863.95
1248,EUR,INR,395179.8
1249,USD,EUR,395495.65
1250,EUR,AUD,395811.5
1251,EUR,AUD,396127.35
1252,EUR,INR,396443.2
1253,USD,EUR,396759.05
1254,EUR,AUD,397074.9
1255,EUR,AUD,397390.75
1256,EUR,INR,397706.6
1257,USD,EUR,398022.45
1258,EUR,AUD,398338.3
1259,EUR,AUD,398654.15
1260,EUR,INR,398970
1261,USD,EUR,399285.85
1262,EUR,AUD,399601.7
1263,EUR,AUD,399917.55
1264,EUR,INR,400233.4
1265,USD,EUR,400549.25
1266,EUR,AUD,400865.1
1267,EUR,AUD,401180.95
1268,EUR,INR,401496.8
1269,USD,EUR,401812.65
1270,EUR,AUD,402128.5
1271,EUR,AUD,402444.35
1272,EUR,INR,402760.2
1273,USD,EUR,403076.05
1274,EUR,AUD,403391.9
1275,EUR,AUD,403707.75
1276,EUR,INR,404023.6
1277,USD,EUR,404339.45
1278,EUR,AUD,404655.3
1279,EUR,AUD,404971.15
1280,EUR,INR,405287
1281,USD,EUR,405602.85
1282,EUR,AUD,405918.7
1283,EUR,AUD,406234.55
1284,EUR,INR,406550.4
1285,USD,EUR,406866.25
1286,EUR,AUD,407182.1
1287,EUR,AUD,407497.95
1288,EUR,INR,407813.8
1289,USD,EUR,408129.65
1290,EUR,AUD,408445.5
1291,EUR,AUD,408761.35
1292,EUR,INR,409077.2
1293,USD,EUR,409393.05
1294,EUR,AUD,409708.9
1295,EUR,AUD,410024.75
1296,EUR,INR,410340.6
1297,USD,EUR,410656.45
1298,EUR,AUD,410972.3
1299,EUR,AUD,411288.15
1300,EUR,INR,411604
1301,USD,EUR,411919.85
1302,EUR,AUD,412235.7
1303,EUR,AUD,412551.55
1304,EUR,INR,412867.4
1305,USD,EUR,413183.25
1306,EUR,AUD,413499.1
1307,EUR,AUD,413814.95
1308,EUR,INR,414130.8
1309,USD,EUR,414446.65
1310,EUR,AUD,414762.5
1311,EUR,AUD,415078.35
1312,EUR,INR,415394.2
1313,USD,EUR,415710.05
1314,EUR,AUD,416025.9
1315,EUR,AUD,416341.75
1316,EUR,INR,416657.6
1317,USD,EUR,416973.45
1318,EUR,AUD,417289.3
1319,EUR,AUD,417605.15
1320,EUR,INR,417921
1321,USD,EUR,418236.85
1322,EUR,AUD,418552.7
1323,EUR,AUD,418868.55
1324,EUR,INR,419184.4
1325,USD,EUR,419500.25
1326,EUR,AUD,419816.1
1327,EUR,AUD,420131.95
1328,EUR,INR,420447.8
1329,USD,EUR,420763.65
1330,EUR,AUD,421079.5
1331,EUR,AUD,421395.35
1332,EUR,INR,421711.2
1333,USD,EUR,422027.05
1334,EUR,AUD,422342.9
1335,EUR,AUD,422658.75
1336,EUR,INR,422974.6
1337,USD,EUR,423290.45
1338,EUR,AUD,423606.3
1339,EUR,AUD,423922.15
1340,EUR,INR,424238
1341,USD,EUR,424553.85
1342,EUR,AUD,424869.7
1343,EUR,AUD,425185.55
1344,EUR,INR,425501.4
1345,USD,EUR,425817.25
1346,EUR,AUD,426133.1
1347,EUR,AUD,426448.95
1348,EUR,INR,426764.8
1349,USD,EUR,427080.65
1350,EUR,AUD,427396.5
1351,EUR,AUD,427712.35
1352,EUR,INR,428028.2
1353,USD,EUR,428344.05
1354,EUR,AUD,428659.9
1355,EUR,AUD,428975.75
1356,EUR,INR,429291.6
1357,USD,EUR,429607.45
1358,EUR,AUD,429923.3
1359,EUR,AUD,430239.15
1360,EUR,INR,430555
1361,USD,EUR,430870.85
1362,EUR,AUD,431186.7
1363,EUR,AUD,431502.55
1364,EUR,INR,431818.4
1365,USD,EUR,432134.25
1366,EUR,AUD,432450.1
1367,EUR,AUD,432765.95
1368,EUR,INR,433081.8
1369,USD,EUR,433397.65
1370,EUR,AUD,433713.5
1371,EUR,AUD,434029.35
1372,EUR,INR,434345.2
1373,USD,EUR,434661.05
1374,EUR,AUD,434976.9
1375,EUR,AUD,435292.75
1376,EUR,INR,435608.6
1377,USD,EUR,435924.45
1378,EUR,AUD,436240.3
1379,EUR,AUD,436556.15
1380,EUR,INR,436872
1381,USD,EUR,437187.85
1382,EUR,AUD,437503.7
1383,EUR,AUD,437819.55
1384,EUR,INR,438135.4
1385,USD,EUR,438451.25
1386,EUR,AUD,438767.1
1387,EUR,AUD,439082.95
1388,EUR,INR,439398.8
1389,USD,EUR,439714.65
1390,EUR,AUD,440030.5
1391,EUR,AUD,440346.35
1392,EUR,INR,440662.2
1393,USD,EUR,440978.05
1394,EUR,AUD,441293.9
1395,EUR,AUD,441609.75
1396,EUR,INR,441925.6
1397,USD,EUR,442241.45
1398,EUR,AUD,442557.3
1399,EUR,AUD,442873.15
1400,EUR,INR,443189
1401,USD,EUR,443504.85
1402,EUR,AUD,443820.7
1403,EUR,AUD,444136.55
1404,EUR,INR,444452.4
1405,USD,EUR,444768.25
1406,EUR,AUD,445084.1
1407,EUR,AUD,445399.95
1408,EUR,INR,445715.8
1409,USD,EUR,446031.65
1410,EUR,AUD,446347.5
1411,EUR,AUD,446663.35
1412,EUR,INR,446979.2
1413,USD,EUR,447295.05
1414,EUR,AUD,447610.9
1415,EUR,AUD,447926.75
1416,EUR,INR,448242.6
1417,USD,EUR,448558.45
1418,EUR,AUD,448874.3
1419,EUR,AUD,449190.15
1420,EUR,INR,449506
1421,USD,EUR,449821.85
1422,EUR,AUD,450137.7
1423,EUR,AUD,450453.55
1424,EUR,INR,450769.4
1425,USD,EUR,451085.25
1426,EUR,AUD,451401.1
1427,EUR,AUD,451716.95
1428,EUR,INR,452032.8
1429,USD,EUR,452348.65
1430,EUR,AUD,452664.5
1431,EUR,AUD,452980.35
1432,EUR,INR,453296.2
1433,USD,EUR,453612.05
1434,EUR,AUD,453927.9
1435,EUR,AUD,454243.75
1436,EUR,INR,454559.6
1437,USD,EUR,454875.45
1438,EUR,AUD,455191.3
1439,EUR,AUD,455507.15
1440,EUR,INR,455823
1441,USD,EUR,456138.85
1442,EUR,AUD,456454.7
1443,EUR,AUD,456770.55
1444,EUR,INR,457086.4
1445,USD,EUR,457402.25
1446,EUR,AUD,457718.1
1447,EUR,AUD,458033.95
1448,EUR,INR,458349.8
1449,USD,EUR,458665.65
1450,EUR,AUD,458981.5
1451,EUR,AUD,459297.35
1452,EUR,INR,459613.2
1453,USD,EUR,459929.05
1454,EUR,AUD,460244.9
1455,EUR,AUD,460560.75
1456,EUR,INR,460876.6
1457,USD,EUR,461192.45
1458,EUR,AUD,461508.3
1459,EUR,AUD,461824.15
1460,EUR,INR,462140
1461,USD,EUR,462455.85
1462,EUR,AUD,462771.7
1463,EUR,AUD,463087.55
1464,EUR,INR,463403.4
1465,USD,EUR,463719.25
1466,EUR,AUD,464035.1
1467,EUR,AUD,464350.95
1468,EUR,INR,464666.8
1469,USD,EUR,464982.65
1470,EUR,AUD,465298.5
1471,EUR,AUD,465614.35
1472,EUR,INR,465930.2
1473,USD,EUR,466246.05
1474,EUR,AUD,466561.9
1475,EUR,AUD,466877.75
1476,EUR,INR,467193.6
1477,USD,EUR,467509.45
1478,EUR,AUD,467825.3
1479,EUR,AUD,468141.15
1480,EUR,INR,468457
1481,USD,EUR,468772.85
1482,EUR,AUD,469088.7
1483,EUR,AUD,469404.55
1484,EUR,INR,469720.4
1485,USD,EUR,470036.25
1486,EUR,AUD,470352.1
1487,EUR,AUD,470667.95
1488,EUR,INR,470983.8
1489,USD,EUR,471299.65
1490,EUR,AUD,471615.5
1491,EUR,AUD,471931.35
1492,EUR,INR,472247.2
1493,USD,EUR,472563.05
1494,EUR,AUD,472878.9
1495,EUR,AUD,473194.75
1496,EUR,INR,473510.6
1497,USD,EUR,473826.45
1498,EUR,AUD,474142.3
1499,EUR,AUD,474458.15
1500,EUR,INR,474774
1501,USD,EUR,475089.85
1502,EUR,AUD,475405.7
1503,EUR,AUD,475721.55
1504,EUR,INR,476037.4
1505,USD,EUR,476353.25
1506,EUR,AUD,476669.1
1507,EUR,AUD,476984.95
1508,EUR,INR,477300.8
1509,USD,EUR,477616.65
1510,EUR,AUD,477932.5
1511,EUR,AUD,478248.35
1512,EUR,INR,478564.2
1513,USD,EUR,478880.05
1514,EUR,AUD,479195.9
1515,EUR,AUD,479511.75
1516,EUR,INR,479827.6
1517,USD,EUR,480143.45
1518,EUR,AUD,480459.3
1519,EUR,AUD,480775.15
1520,EUR,INR,481091
1521,USD,EUR,481406.85
1522,EUR,AUD,481722.7
1523,EUR,AUD,482038.55
1524,EUR,INR,482354.4
1525,USD,EUR,482670.25
1526,EUR,AUD,482986.1
1527,EUR,AUD,483301.95
1528,EUR,INR,483617.8
1529,USD,EUR,483933.65
1,USD,EUR,1000
2,EUR,AUD,2050.5
3,EUR,AUD,2051.5
4,EUR,INR,2052.5
5,USD,EUR,2578.25
6,EUR,AUD,2894.1
7,EUR,AUD,3209.95
8,EUR,INR,3525.8
9,USD,EUR,3841.65
10,EUR,AUD,4157.5
11,EUR,AUD,4473.35
12,EUR,INR,4789.2
13,USD,EUR,5105.05
14,EUR,AUD,5420.9
15,EUR,AUD,5736.75
16,EUR,INR,6052.6
17,USD,EUR,6368.45
18,EUR,AUD,6684.3
19,EUR,AUD,7000.15
20,EUR,INR,7316
21,USD,EUR,7631.85
22,EUR,AUD,7947.7
23,EUR,AUD,8263.55
24,EUR,INR,8579.4
25,USD,EUR,8895.25
26,EUR,AUD,9211.1
27,EUR,AUD,9526.95
28,EUR,INR,9842.8
29,USD,EUR,10158.65
30,EUR,AUD,10474.5
31,EUR,AUD,10790.35
32,EUR,INR,11106.2
33,USD,EUR,11422.05
34,EUR,AUD,11737.9
35,EUR,AUD,12053.75
36,EUR,INR,12369.6
37,USD,EUR,12685.45
38,EUR,AUD,13001.3
39,EUR,AUD,13317.15
40,EUR,INR,13633
41,USD,EUR,13948.85
42,EUR,AUD,14264.7
43,EUR,AUD,14580.55
44,EUR,INR,14896.4
45,USD,EUR,15212.25
46,EUR,AUD,15528.1
47,EUR,AUD,15843.95
48,EUR,INR,16159.8
49,USD,EUR,16475.65
50,EUR,AUD,16791.5
51,EUR,AUD,17107.35
52,EUR,INR,17423.2
53,USD,EUR,17739.05
54,EUR,AUD,18054.9
55,EUR,AUD,18370.75
56,EUR,INR,18686.6
57,USD,EUR,19002.45
58,EUR,AUD,19318.3
59,EUR,AUD,19634.15
60,EUR,INR,19950
61,USD,EUR,20265.85
62,EUR,AUD,20581.7
63,EUR,AUD,20897.55
64,EUR,INR,21213.4
65,USD,EUR,21529.25
66,EUR,AUD,21845.1
67,EUR,AUD,22160.95
68,EUR,INR,22476.8
69,USD,EUR,22792.65
70,EUR,AUD,23108.5
71,EUR,AUD,23424.35
72,EUR,INR,23740.2
73,USD,EUR,24056.05
74,EUR,AUD,24371.9
75,EUR,AUD,24687.75
76,EUR,INR,25003.6
77,USD,EUR,25319.45
78,EUR,AUD,25635.3
79,EUR,AUD,25951.15
80,EUR,INR,26267
81,USD,EUR,26582.85
82,EUR,AUD,26898.7
83,EUR,AUD,27214.55
84,EUR,INR,27530.4
85,USD,EUR,27846.25
86,EUR,AUD,28162.1
87,EUR,AUD,28477.95
88,EUR,INR,28793.8
89,USD,EUR,29109.65
90,EUR,AUD,29425.5
91,EUR,AUD,29741.35
92,EUR,INR,30057.2
93,USD,EUR,30373.05
94,EUR,AUD,30688.9
95,EUR,AUD,31004.75
96,EUR,INR,31320.6
97,USD,EUR,31636.45
98,EUR,AUD,31952.3
99,EUR,AUD,32268.15
100,EUR,INR,32584
101,USD,EUR,32899.85
102,EUR,AUD,33215.7
103,EUR,AUD,33531.55
104,EUR,INR,33847.4
105,USD,EUR,34163.25
106,EUR,AUD,34479.1
107,EUR,AUD,34794.95
108,EUR,INR,35110.8
109,USD,EUR,35426.65
110,EUR,AUD,35742.5
111,EUR,AUD,36058.35
112,EUR,INR,36374.2
113,USD,EUR,36690.05
114,EUR,AUD,37005.9
115,EUR,AUD,37321.75
116,EUR,INR,37637.6
117,USD,EUR,37953.45
118,EUR,AUD,38269.3
119,EUR,AUD,38585.15
120,EUR,INR,38901
121,USD,EUR,39216.85
122,EUR,AUD,39532.7
123,EUR,AUD,39848.55
124,EUR,INR,40164.4
125,USD,EUR,40480.25
126,EUR,AUD,40796.1
127,EUR,AUD,41111.95
128,EUR,INR,41427.8
129,USD,EUR,41743.65
130,EUR,AUD,42059.5
131,EUR,AUD,42375.35
132,EUR,INR,42691.2
133,USD,EUR,43007.05
134,EUR,AUD,43322.9
135,EUR,AUD,43638.75
136,EUR,INR,43954.6
137,USD,EUR,44270.45
138,EUR,AUD,44586.3
139,EUR,AUD,44902.15
140,EUR,INR,45218
141,USD,EUR,45533.85
142,EUR,AUD,45849.7
143,EUR,AUD,46165.55
144,EUR,INR,46481.4
145,USD,EUR,46797.25
146,EUR,AUD,47113.1
147,EUR,AUD,47428.95
148,EUR,INR,47744.8
149,USD,EUR,48060.65
150,EUR,AUD,48376.5
151,EUR,AUD,48692.35
152,EUR,INR,49008.2
153,USD,EUR,49324.05
154,EUR,AUD,49639.9
155,EUR,AUD,49955.75
156,EUR,INR,50271.6
157,USD,EUR,50587.45
158,EUR,AUD,50903.3
159,EUR,AUD,51219.15
160,EUR,INR,51535
161,USD,EUR,51850.85
162,EUR,AUD,52166.7
163,EUR,AUD,52482.55
164,EUR,INR,52798.4
165,USD,EUR,53114.25
166,EUR,AUD,53430.1
167,EUR,AUD,53745.95
168,EUR,INR,54061.8
169,USD,EUR,54377.65
170,EUR,AUD,54693.5
171,EUR,AUD,55009.35
172,EUR,INR,55325.2
173,USD,EUR,55641.05
174,EUR,AUD,55956.9
175,EUR,AUD,56272.75
176,EUR,INR,56588.6
177,USD,EUR,56904.45
178,EUR,AUD,57220.3
179,EUR,AUD,57536.15
180,EUR,INR,57852
181,USD,EUR,58167.85
182,EUR,AUD,58483.7
183,EUR,AUD,58799.55
184,EUR,INR,59115.4
185,USD,EUR,59431.25
186,EUR,AUD,59747.1
187,EUR,AUD,60062.95
188,EUR,INR,60378.8
189,USD,EUR,60694.65
190,EUR,AUD,61010.5
191,EUR,AUD,61326.35
192,EUR,INR,61642.2
193,USD,EUR,61958.05
194,EUR,AUD,62273.9
195,EUR,AUD,62589.75
196,EUR,INR,62905.6
197,USD,EUR,63221.45
198,EUR,AUD,63537.3
199,EUR,AUD,63853.15
200,EUR,INR,64169
201,USD,EUR,64484.85
202,EUR,AUD,64800.7
203,EUR,AUD,65116.55
204,EUR,INR,65432.4
205,USD,EUR,65748.25
206,EUR,AUD,66064.1
207,EUR,AUD,66379.95
208,EUR,INR,66695.8
209,USD,EUR,67011.65
210,EUR,AUD,67327.5
211,EUR,AUD,67643.35
212,EUR,INR,67959.2
213,USD,EUR,68275.05
214,EUR,AUD,68590.9
215,EUR,AUD,68906.75
216,EUR,INR,69222.6
217,USD,EUR,69538.45
218,EUR,AUD,69854.3
219,EUR,AUD,70170.15
220,EUR,INR,70486
221,USD,EUR,70801.85
222,EUR,AUD,71117.7
223,EUR,AUD,71433.55
224,EUR,INR,71749.4
225,USD,EUR,72065.25
226,EUR,AUD,72381.1
227,EUR,AUD,72696.95
228,EUR,INR,73012.8
229,USD,EUR,73328.65
230,EUR,AUD,73644.5
231,EUR,AUD,73960.35
232,EUR,INR,74276.2
233,USD,EUR,74592.05
234,EUR,AUD,74907.9
235,EUR,AUD,75223.75
236,EUR,INR,75539.6
237,USD,EUR,75855.45
238,EUR,AUD,76171.3
239,EUR,AUD,76487.15
240,EUR,INR,76803
241,USD,EUR,77118.85
242,EUR,AUD,77434.7
243,EUR,AUD,77750.55
244,EUR,INR,78066.4
245,USD,EUR,78382.25
246,EUR,AUD,78698.1
247,EUR,AUD,79013.95
248,EUR,INR,79329.8
249,USD,EUR,79645.65
250,EUR,AUD,79961.5
251,EUR,AUD,80277.35
252,EUR,INR,80593.2
253,USD,EUR,80909.05
254,EUR,AUD,81224.9
255,EUR,AUD,81540.75
256,EUR,INR,81856.6
257,USD,EUR,82172.45
258,EUR,AUD,82488.3
259,EUR,AUD,82804.15
260,EUR,INR,83120
261,USD,EUR,83435.85
262,EUR,AUD,83751.7
263,EUR,AUD,84067.55
264,EUR,INR,84383.4
265,USD,EUR,84699.25
266,EUR,AUD,85015.1
267,EUR,AUD,85330.95
268,EUR,INR,85646.8
269,USD,EUR,85962.65
270,EUR,AUD,86278.5
271,EUR,AUD,86594.35
272,EUR,INR,86910.2
273,USD,EUR,87226.05
274,EUR,AUD,87541.9
275,EUR,AUD,87857.75
276,EUR,INR,88173.6
277,USD,EUR,88489.45
278,EUR,AUD,88805.3
279,EUR,AUD,89121.15
280,EUR,INR,89437
281,USD,EUR,89752.85
282,EUR,AUD,90068.7
283,EUR,AUD,90384.55
284,EUR,INR,90700.4
285,USD,EUR,91016.25
286,EUR,AUD,91332.1
287,EUR,AUD,91647.95
288,EUR,INR,91963.8
289,USD,EUR,92279.65
290,EUR,AUD,92595.5
291,EUR,AUD,92911.35
292,EUR,INR,93227.2
293,USD,EUR,93543.05
294,EUR,AUD,93858.9
295,EUR,AUD,94174.75
296,EUR,INR,94490.6
297,USD,EUR,94806.45
298,EUR,AUD,95122.3
299,EUR,AUD,95438.15
300,EUR,INR,95754
301,USD,EUR,96069.85
302,EUR,AUD,96385.7
303,EUR,AUD,96701.55
304,EUR,INR,97017.4
305,USD,EUR,97333.25
306,EUR,AUD,97649.1
307,EUR,AUD,97964.95
308,EUR,INR,98280.8
309,USD,EUR,98596.65
310,EUR,AUD,98912.5
311,EUR,AUD,99228.35
312,EUR,INR,99544.2
313,USD,EUR,99860.05
314,EUR,AUD,100175.9
315,EUR,AUD,100491.75
316,EUR,INR,100807.6
317,USD,EUR,101123.45
318,EUR,AUD,101439.3
319,EUR,AUD,101755.15
320,EUR,INR,102071
321,USD,EUR,102386.85
322,EUR,AUD,102702.7
323,EUR,AUD,103018.55
324,EUR,INR,103334.4
325,USD,EUR,103650.25
326,EUR,AUD,103966.1
327,EUR,AUD,104281.95
328,EUR,INR,104597.8
329,USD,EUR,104913.65
330,EUR,AUD,105229.5
331,EUR,AUD,105545.35
332,EUR,INR,105861.2
333,USD,EUR,106177.05
334,EUR,AUD,106492.9
335,EUR,AUD,106808.75
336,EUR,INR,107124.6
337,USD,EUR,107440.45
338,EUR,AUD,107756.3
339,EUR,AUD,108072.15
340,EUR,INR,108388
341,USD,EUR,108703.85
342,EUR,AUD,109019.7
343,EUR,AUD,109335.55
344,EUR,INR,109651.4
345,USD,EUR,109967.25
346,EUR,AUD,110283.1
347,EUR,AUD,110598.95
348,EUR,INR,110914.8
349,USD,EUR,111230.65
350,EUR,AUD,111546.5
351,EUR,AUD,111862.35
352,EUR,INR,112178.2
353,USD,EUR,112494.05
354,EUR,AUD,112809.9
355,EUR,AUD,113125.75
356,EUR,INR,113441.6
357,USD,EUR,113757.45
358,EUR,AUD,114073.3
359,EUR,AUD,114389.15
360,EUR,INR,114705
361,USD,EUR,115020.85
362,EUR,AUD,115336.7
363,EUR,AUD,115652.55
364,EUR,INR,115968.4
365,USD,EUR,116284.25
366,EUR,AUD,116600.1
367,EUR,AUD,116915.95
368,EUR,INR,117231.8
369,USD,EUR,117547.65
370,EUR,AUD,117863.5
371,EUR,AUD,118179.35
372,EUR,INR,118495.2
